Kategori,Pesan
spam,"['pemberitahuan', 'status', 'kirim', 'terima', 'pesan', 'proses', 'server', 'surat', 'lucaballiano', 'aliceposta', 'gagal', 'kirim', 'izin', 'pesan', 'tolak', 'mbertozzi', 'aliceposta', 'gagal', 'kirim', 'izin', 'pesan', 'tolak']"
spam,"['hemat', 'kredit', 'ce', 'biaya', 'sembunyi', 'kredit', 'kursus', 'internet', 'bas', 'kursus', 'kualitas', 'akses', 'batas', 'lengkap', 'formulir', 'demo', 'tamu', 'gratis', 'nama', 'e', 'mail', 'telepon', 'kota', 'negara', 'orang', 'terima', 'surat', 'terima', 'hapus', 'mil', 'balas', 'pesan', 'buka', 'http', 'www', 'asuransiq', 'pemberitahuan', 'hukum', 'com', 'optout']"
spam,"['salah', 'sumber', 'hukum', 'muka', 'dunia', 'awat', 'impotensi', 'pria', 'pandu', 'garis', 'dunia', 'pil', 'bahagia', 'terima', 'lupa', 'cantik', 'pikir', 'renung', 'kadang', 'kadang', 'senang', 'main', 'orang', 'gila']"
spam,"['simpan', 'uang', 'perangkat', 'lunak', 'oem', 'perangkat', 'lunak', 'pc', 'kunjung', 'situs', 'milik', 'butuh', 'salam', 'chrissy']"
spam,"['logo', 'perfect', 'charset', 'koi', 'r', 'pikir', 'hembus', 'hidup', 'bisnis', 'identitas', 'logo', 'visuai', 'pasar', 'kuat', 'hirup', 'udara', 'segar', 'bisnis', 'tonjol', 'amonq', 'saing', 'jarak', 'klik', 'sukses', 'ciick', 'lihat', 'sampi', 'karya', 'seni', 'periksa', 'harga', 'tawar', 'panas']"
spam,"['masuk', 'hasil', 'mesin', 'cari', 'kirim', 'situs', 'web', 'mesin', 'cari', 'tingkat', 'jual', 'online', 'dramatis', 'investasi', 'uang', 'situs', 'web', 'kirim', 'situs', 'web', 'online', 'virtuaily', 'arti', 'upaya', 'habis', 'sia', 'sia', 'peopie', 'situs', 'web', 'tingkat', 'oniy', 'laku', 'situs', 'lihat', 'orang', 'cari', 'informasi', 'e', 'kirim', 'situs', 'web', 'muitipie', 'search', 'enqines', 'kirim', 'situs', 'web', 'oniine', 'tonton', 'unjung', 'alir', 'bisnis', 'reqards', 'tiffinyfletcher', 'tarik']"
spam,"['re', 'tinggal', 'needham', 'selamat', 'pagi', 'lihat', 'diskon', 'tawar', 'orang', 'orang', 'patch', 'paket', 'baja', 'tambal', 'reg', 'kirim', 'gratis', 'paket', 'perak', 'patch', 'reg', 'kirim', 'gratis', 'manual', 'olahraga', 'gratis', 'masuk', 'paket', 'emas', 'patch', 'reg', 'kirim', 'gratis', 'manual', 'olahraga', 'gratis', 'masuk', 'paket', 'platinum', 'patch', 'reg', 'kirim', 'gratis', 'manual', 'olahraga', 'gratis', 'masuk', 'juta', 'pria', 'manfaat', 'produk', 'revolusioner', 'tinggal', 'produk', 'rekomendasi', 'milik', 'ereksi', 'buruk', 'sulit', 'vince', 'glover', 'coba', 'tambal', 'tumbuh', 'penis', 'lihat', 'ubah', 'hidup']"
spam,"['proteja', 'su', 'negocio', 'cctv', 'alarmas', 'control', 'de', 'accesos', 'cctv', 'alarmas', 'kontrol', 'de', 'acceso', 'su', 'puas', 'n', 'y', 'seguridad', 'son', 'nuestro', 'principal', 'objetivo', 'cotizaci', 'n', 'sin', 'compromiso', 'cont', 'ctenos', 'y', 'le', 'atenderemos', 'con', 'gusto', 'atenci', 'n', 'pribadi', 'gregory', 'taylor', 'seguridad', 'intec', 'com', 'mx', 'ext', 's', 'lo', 'm', 'xico', 'd', 'f', 'y', 'rea', 'metropolitana']"
spam,"['hey', 'aro', 'aro', 'projecthoneypot', 'projecthoneypot', 'org', 'jaring', 'hi', 'milik', 'teman', 'jaring', 'temu', 'juta', 'anggota', 'hi', 'gabung', 'hubung', 'orang', 'lingkar', 'teman', 'hai', 'layan', 'online', 'temu', 'orang', 'lihat', 'foto', 'telusur', 'profil', 'obrol', 'teman', 'teman', 'jumpa', 'donaji', 'milik', 'juta', 'anggota', 'jenis', 'kelamin', 'usia', 'wanita', 'lokasi', 'metairie', 'undang', 'kirim', 'projecthoneypot', 'projecthoneypot', 'org', 'nama', 'donaji', 'teporocha', 'hotmail', 'com', 'terima', 'undang', 'hi', 'anggota', 'klik', 'taut']"
spam,"['selamat', 'perangkat', 'lunak', 'kualitas', 'vip', 'os', 'adobe', 'macromedia', 'dll', 'cds', 'miskin', 'senjata', 'musnah', 'massal', 'milik', 'rencana', 'fallback']"
spam,"['perangkat', 'lunak', 'murah', 'cari', 'perangkat', 'lunak', 'kualitas', 'murah', 'milik', 'butuh', 'windows', 'xp', 'professional', 'sp', 'versi', 'lengkap', 'u', 'office', 'profesional', 'u', 'adobe', 'photoshop', 'cs', 'imageready', 'cs', 'u', 'macromedia', 'dreamwaver', 'mx', 'flash', 'mx', 'u', 'corel', 'draw', 'graphics', 'suite', 'u', 'tawar']"
spam,"['kerja', 'uang', 'vhcw', 'halo', 'iklan', 'e', 'mail', 'kirim', 'patuh', 'penuh', 's', 'ruu', 'senat', 'judul', 'hapus', 'kirim', 'e', 'mail', 'hapus', 'yahoo', 'com', 'email', 'daftar', 'orang', 'uang', 'belanja', 'fungsi', 'laku', 'hapus', 'laku', 'otomatis', 'hapus', 'cari', 'orang', 'malas', 'mimpi', 'laku', 'laku', 'kerja', 'tipe', 'orang', 'kendara', 'rumah', 'rumah', 'milik', 'rumah', 'uang', 'hasil', 'tidur', 'libur', 'tipe', 'orang', 'kirim', 'anak', 'anak', 'harvard', 'stanford', 'milik', 'didik', 'bayar', 'uang', 'hasil', 'tidur', 'libur', 'tipe', 'orang', 'lihat', 't', 'bird', 'corvette', 'jaguar', 'milik', 'mobil', 'mobil', 'bayar', 'uang', 'hasil', 'tidur', 'libur', 'tipe', 'orang', 'pergi', 'may', 'musim', 'dingin', 'alaska', 'musim', 'panas', 'pilih', 'beli', 'rumah', 'laku', 'uang', 'hasil', 'tidur', 'libur', 'orang', 'orang', 'tidur', 'pilih', 'bangun', 'pergi', 'country', 'club', 'main', 'golf', 'pilih', 'laku', 'milik', 'alir', 'uang', 'hasil', 'tidur', 'libur', 'tipe', 'orang', 'benci', 'pikir', 'bangun', 'pagi', 'hasil', 'uang', 'orang', 'tipe', 'orang', 'lubuk', 'hati', 'orang', 'sombong', 'anggap', 'kendara', 'mercedes', 'rolls', 'royce', 'kendara', 'bayar', 'besok', 'beli', 'beranda', 'beli', 'beranda', 'beli', 'beli', 'beli', 'beli', 'beli', 'istri', 'teman', 'lubuk', 'hati', 'orang', 'orang', 'sombong', 'dunia', 'kelola', 'hutang', 'milik', 'milik', 'hutang', 'milik', 'uang', 'hasil', 'hasil', 'tidur', 'libur', 'serius', 'uang', 'belanja', 'kerja', 'tipe', 'orang', 'cari', 'orang', 'laku', 'kirim', 'email', 'kosong', 'benci', 'kerja', 'bidang', 'subjek', 'ihatetowork', 'yahoo', 'com', 'laku', 'hubung', 'jam', 'ajar', 'rumah', 'didik', 'anak', 'anak', 'pergi', 'libur', 'uang', 'uang', 'hasil', 'tidur', 'main', 'golf', 'libur', 'dengar', 'gagas', 'hasil', 'uang', 'tarik', 'email', 'kecuali', 'dengar', 'kaya', 'kerja', 'kirim', 'email', 'kosong', 'benci', 'kerja', 'bidang', 'subjek', 'ihatetowork', 'yahoo', 'com', 'terima', 'kasih', 'the', 'i', 'hate', 'to', 'work', 'associate', 'subjek', 'kerja', 'uang', 'iqccjypkiducrbiixmqcuncw']"
spam,"['selamat', 'siang', 'sahabat', 'teman', 'nama', 'salim', 'ibrahim', 'orang', 'dagang', 'dubai', 'u', 'a', 'e', 'diagnosis', 'kanker', 'kerongkongan', 'cari', 'bentuk', 'awat', 'medis', 'milik', 'hidup', 'ahli', 'medis', 'jalan', 'hidup', 'peduli', 'bisnis', 'kaya', 'murah', 'hati', 'musuh', 'orang', 'fokus', 'bisnis', 'rawat', 'sali', 'hidup', 'milik', 'hasil', 'uang', 'dunia', 'percaya', 'tuhan', 'dunia', 'jalan', 'hidup', 'beda', 'jalan', 'tuhan', 'panggil', 'properti', 'aset', 'anggota', 'keluarga', 'teman', 'tuhan', 'belas', 'kasih', 'terima', 'jiwa', 'putus', 'organisasi', 'amal', 'salah', 'laku', 'bumi', 'uang', 'organisasi', 'amal', 'u', 'a', 'e', 'aljazair', 'malaysia', 'sehat', 'buruk', 'laku', 'anggota', 'keluarga', 'tutup', 'salah', 'akun', 'distribusi', 'uang', 'milik', 'organisasi', 'amal', 'bulgaria', 'pakistan', 'tolak', 'simpan', 'uang', 'percaya', 'debat', 'tinggal', 'uang', 'setor', 'uang', 'tunai', 'puluh', 'juta', 'ratus', 'ribu', 'dolar', 'u', 'milik', 'usaha', 'uang', 'aman', 'negeri', 'bantu', 'kumpul', 'kirim', 'kirim', 'organisasi', 'amal', 'sisih', 'tuhan', 'salim', 'ibrahim', 'catat', 'tolong', 'alamat', 'email', 'pribadi', 'ibrahim', 'salim', 'ny', 'com', 'keluarga', 'proyek', 'detail', 'lengkap', 'dana', 'harap', 'usaha', 'alamat', 'email', 'pribadi', 'terima', 'kasih', 'erti', 'moga', 'allah', 'mahakuasa', 'kati', 'mail', 'enviado', 'desde', 'el', 'servicio', 'webmail', 'en', 'el', 'sitio', 'btw', 'panggil', 'tugas']"
spam,"['pimpin', 'awat', 'sehat', 'jangkau', 'rawat', 'sumber', 'percaya', 'obat', 'resep', 'orang', 'milik', 'tahan', 'mati', 'tragedi', 'juta', 'mati', 'statistik', 'milik', 'neraka', 'lihat', 'hasil']"
spam,"['play', 'stok', 'utama', 'amnis', 'systems', 'inc', 'otcbb', 'amnm', 'kontrak', 'liput', 'buletin', 'minggu', 'amnm', 'kamis', 'amnm', 'profil', 'buletin', 'utama', 'volume', 'harga', 'kuat', 'buletin', 'profil', 'clks', 'minggu', 'bawa', 'clks', 'puluh', 'kelompok', 'profil', 'amnm', 'kamis', 'bangga', 'informasi', 'untung', 'saran', 'ambil', 'posisi', 'amnm', 'pasar', 'tutup', 'besok', 'saham', 'dagang', 'level', 'rendah', 'minggu', 'gerak', 'percaya', 'stok', 'mudah', 'capai', 'moga', 'hasil', 'saksi', 'amnm', 'terbang', 'minggu']"
spam,"['kakak', 'butuh', 'pinjam', 'milik', 'rumah', 'milik', 'kredit', 'sempurna', 'cepat', 'cocok', 'b', 'sedia', 'est', 'dasar', 'butuh', 'pinjam', 'ekuitas', 'rumah', 'biaya', 'rendah', 'tarif', 'ulang', 'spesial', 'kredit', 'sempurna', 'bantu', 'ya', 'e', 'n', 'o', 'u', 'g', 'h', 'http', 'morf', 'lendingxid', 'com', 'r', 'php']"
spam,"['ubah', 'akun', 'paypal', 'mesin', 'tunai', 'non', 'henti', 'surat', 'rantai', 'kirim', 'pesan', 'komunikasi', 'peluang', 'bisnis', 'harap', 'nikmat', 'ubah', 'akun', 'paypal', 'mesin', 'tunai', 'non', 'henti', 're', 'komisi', 'bayar', 'langsung', 'akun', 'paypal', 'unjung', 'gabung', 'instan', 'gratis', 'pergi', 'http', 'www', 'paypal', 'untung', 'com', 'a', 'turnkeyim', 'moga', 'tony', 'donna', 'scurlock', 'turnkeyim', 'hotmail', 'com', 'bisnis', 'bas', 'rumah', 'planet', 'bangun', 'downline', 'anggota', 'gratis', 'gabung', 'hasil', 'minimum', 'detail', 'http', 'www', 'umur', 'hidup', 'hasil', 'com', 'pesan', 'email', 'kirim', 'sesuai', 'undang', 'undang', 'lindung', 'kongres', 'h', 'r', 'undang', 'undang', 'email', 'elektronik', 'komersial', 'h', 'r', 'niat', 'komunikasi', 'terima', 'tanggap', 'sedia', 'kendara', 'valid', 'hapus', 'daftar', 'email', 'hapus', 'mil', 'balas', 'sederhana', 'pesan', 'hapus', 'baris', 'subjek', 'harap', 'keluh', 'sedia', 'email', 'sedia', 'layan', 'hormat', 'hapus', 'langgar', 'undang', 'undang']"
spam,"['lowong', 'sedia', 'bidang', 'internet', 'muka', 'barbituric', 'te', 'of', 'australia', 'www', 'cari', 'com', 'au', 'saji', 'proposal', 'kerja', 'unik', 'pandu', 'wisata', 'wisata', 'agen', 'wisata', 'internasional', 'posisi', 'kerja', 'kerja', 'e', 'ear', 'construe', 'musim', 'panas', 'harga', 'proposal', 'pandu', 'wisata', 'jalan', 'internet', 'operator', 'sukses', 'biaya', 'masuk', 'beli', 'barang', 'libat', 'orang', 'operator', 'sukses', 'bidang', 'uang', 'didik', 'ekonomis', 'alam', 'khusus', 'glaukoma', 'pandu', 'wisata', 'jalan', 'senang', 'tawar', 'lamar', 'salah', 'posisi', 'manajer', 'uang', 'buka', 'proposal', 'unik', 'periksa', 'lamar', 'catat', 'kriminal', 'sejarah', 'redit', 'bijaksana', 'lihat', 'periksa', 'e', 'email', 'kali', 'milik', 'rekening', 'bank', 'valid', 'buka', 'pilih', 'utama', 'kerja', 'manajer', 'uang', 'terima', 'dana', 'rekening', 'bank', 'pribadi', 'kirim', 'uang', 'pandu', 'wisata', 'jalan', 'manajer', 'kirim', 'uang', 'manajer', 'uang', 'pandu', 'wisata', 'jalan', 'milik', 'administrasi', 'aud', 'minggu', 'pandu', 'wisata', 'jalan', 'posisi', 'kabel', 'bank', 'reguler', 'langsung', 'haid', 'cegah', 'jual', 'hot', 'tur', 'sistem', 'bayar', 'muka', 'dunia', 'visa', 'mastercard', 'turun', 'batas', 'bayar', 'internet', 'aktivitas', 'manajer', 'uang', 'daerah', 'untung', 'selamat', 'usaha', 'lini', 'jual', 'batas', 'bank', 'travel', 'tour', 'guide', 'jaring', 'manajer', 'uang', 'kerja', 'dunia', 'pengaruh', 'australia', 'manajer', 'proses', 'transaksi', 'usaha', 'lowong', 'australia', 'harap', 'surat', 'toinfo', 'travel', 'tour', 'pandu', 'com', 'kirim', 'deskripsi', 'kerja', 'perinci', 'formulir', 'aplikasi', 'tarik', 'tawar', 'kerja', 'lawan', 'unjung', 'www', 'cari', 'com', 'au', 'patina', 'vaca', 'usaha', 'temu']"
spam,"['chheep', 'medz', 'selamat', 'o', 'libur', 'medlcations', 'pharms', 'rahrah', 'hop', 'sukses', 'bukti', 't', 'lizzie', 'o', 'selamat', 'mone', 'mone', 'your', 'y', 'hitung', 'v', 'a', 'fonologis', 'g', 'tertib', 'internasional', 'u', 'hitung', 'l', 'r', 'hutting', 'reliquary', 'cl', 'i', 'concierge', 'sva', 'bagger', 'l', 'neoplasty', 'm', 'prlces', 'shlpp', 'vulcanite', 'dunia', 'lng', 'mudah', 'mes', 'bentuk', 'gigi', 't', 'nominal', 'otal', 'percaya', 'langgan', 'puas', 'superette', 's', 'pesan', 'toda', 'zygoma', 'y', 'simpan']"
spam,"['fw', 'sembunyi', 'fungsi', 'suguh', 'terima', 'kasih', 'alamat', 'email', 'daftar', 'beli', 'referensi', 'henti', 'langgan', 'daftar', 'sila', 'klik', 'masuk', 'nama', 'kotak', 'hapus', 'langgan', 'terima', 'pesan', 'kirim', 'email', 'pusat', 'kontrol', 'penyalahgunaan', 'hubung', 'tulis', 'nospam', 'coral', 'way', 'miami', 'fl', 'web', 'kredit', 'inc', 'hak', 'lindung', 'email', 'bersih', 'sponsor', 'thinkgeek', 'selamat', 'geek', 'heaven']"
spam,"['usaha', 'lt', 'sulit', 'usaha', 'pasar', 'penuh', 'sugqestions', 'informasi', 'isoverwheiminq', 'logo', 'tarik', 'alat', 'tulis', 'styllsh', 'situs', 'web', 'wiil', 'tugas', 'mudah', 'janji', 'mes', 'loqo', 'usaha', 'wili', 'automaticaliy', 'pimpin', 'produk', 'organisasi', 'bisnis', 'efektif', 'tuju', 'praktis', 'pasar', 'hotat', 'janji', 'upaya', 'pasar', 'efektif', 'daftar', 'manfaat', 'kreativitas', 'logo', 'asli', 'tangan', 'khusus', 'laku', 'cermin', 'citra', 'usaha', 'khas', 'nyaman', 'logo', 'alat', 'tulis', 'sedia', 'format', 'mudah', 'sistem', 'manajemen', 'konten', 'letsyou', 'ubah', 'konten', 'situs', 'web', 'struktur', 'lihat', 'draft', 'logo', 'kerja', 'jangkau', 'istirahat', 'pasar', 'celah', 'anggar', 'puas', 'jamin', 'ubah', 'batas', 'biaya', 'surethat', 'suka', 'hasil', 'kolaborasi', 'lihat', 'portofolio', 'tarik']"
spam,"['viagra', 'akting', 'cepat', 'akting', 'cepat', 'viagra', 'instruksi', 'hapus', 'terima', 'iklan', 'pilih', 'terima', 'tawar', 'internet', 'spesial', 'situs', 'web', 'afiliasi', 'terima', 'email', 'terima', 'email', 'salah', 'pilih', 'database', 'hapus', 'tunggu', 'jam', 'hapus', 'e', 'mail', 'kirim', 'sesuai', 'undang', 'undang', 'promosi', 'tukar', 'informasi', 'lindung', 'privasi', 'tanda', 'iklan', 'instruksi', 'hapus', 'valid', 'h', 'tgobk', 'nk']"
spam,"['kirim', 'kartu', 'kertas', 'nyata', 'baris', 'ulang', 'senang', 'senang', 'pikir', 'selamat', 'libat', 'simpati', 'good', 'luck', 'baby', 'rumah', 'cinta', 'sahabat', 'sahabat', 'kelulus', 'pensiun', 'terima', 'kasih', 'valentine', 'feb', 'paskah', 'apr', 'paskah', 'apr', 'mei', 'ayah', 'day', 'jun', 'rosh', 'hashana', 'sep', 'halloween', 'okt', 'thanksgiving', 'november', 'natal', 'desember', 'selamat', 'desember', 'hanukkah', 'desember', 'terima', 'email', 'daftar', 'salah', 'situs', 'web', 'muka', 'situs', 'web', 'daftar', 'kontrak', 'kartu', 'henti', 'langgan', 'kartu', 'mohon', 'balas', 'email', 'hapus', 'subjek', 'http', 'xent', 'com', 'mailman', 'listinfo', 'fork']"
spam,"['kirim', 'surat', 'gagal', 'pesan', 'kirim', 'pesan', 'otomatis', 'perangkat', 'lunak', 'kirim', 'surat', 'pesan', 'kirim', 'kirim', 'terima', 'salah', 'permanen', 'alamat', 'gagal', 'twistersoffice', 'qwest', 'net', 'hasil', 'info', 'twisterburritos', 'com', 'salah', 'smtp', 'mailer', 'jarak', 'data', 'host', 'mpls', 'cmx', 'inet', 'qwest', 'net', 'mail', 'server', 'tolak', 'permanen', 'pesan', 'salin', 'pesan', 'masuk', 'header', 'return', 'path', 'terima', 'helo', 'mailwisconsin', 'com', 'serverl', 'gisol', 'com', 'smtp', 'exim', 'id', 'ldupmn', 'kc', 'jt', 'info', 'twisterburritos', 'com', 'sel', 'jul', 'terima', 'squirrelmail', 'autentikasi', 'projecthoneypot', 'projecthoneypot', 'org', 'mailwisconsin', 'com', 'http', 'id', 'j', 'gzo', 'sel', 'jul', 'pesan', 'id', 'tanggal', 'sel', 'jul', 'subjek', 'barry', 'castillo', 'info', 'twisterburritos', 'com', 'user', 'agen', 'squirrelmail', 'a', 'x', 'mailer', 'squirrelmail', 'a', 'mime', 'versi', 'konten', 'ketik', 'teks', 'html', 'charset', 'iso', 'konten', 'transfer', 'kode', 'bit', 'x', 'prioritas', 'normal', 'viagra', 'lunak', 'normal', 'dosis', 'tingkat', 'hidup', 'seks', 'positif', 'laku', 'pesan', 'viagra', 'lunak', 'harga', 'rendah', 'dosis', 'lihat']"
spam,"['mitra', 'zimmy', 'mabo', 'telp', 'e', 'mail', 'infoeurope', 'lycos', 'com', 'nederlands', 'usaha', 'bisnis', 'mitra', 'kenal', 'nama', 'tuan', 'zimmy', 'mabo', 'a', 'zimbabwean', 'formal', 'bantu', 'pribadi', 'presiden', 'robert', 'mugabe', 'posisi', 'presiden', 'lari', 'puluh', 'juta', 'dolar', 'amerika', 'serikat', 'us', 'rupa', 'uang', 'maksud', 'kampanye', 'pilih', 'presiden', 'robert', 'mugabe', 'kantor', 'partai', 'zaunpe', 'pindah', 'dana', 'diplomatis', 'usaha', 'aman', 'belanda', 'cari', 'individu', 'usaha', 'percaya', 'nasihat', 'investasi', 'akun', 'dana', 'masuk', 'moreso', 'tarik', 'beli', 'properti', 'tinggal', 'keluarga', 'tinggal', 'komisi', 'remunerasi', 'kena', 'komisi', 'remunerasi', 'putus', 'tawar', 'tagih', 'telepon', 'biaya', 'jalan', 'tagih', 'hotel', 'biaya', 'catat', 'laku', 'total', 'proyek', 'usaha', 'patungan', 'suka', 'beli', 'kebun', 'nyata', 'usaha', 'bisnis', 'untung', 'milik', 'risiko', 'lidi', 'dana', 'milik', 'konset', 'detail', 'kontak', 'usaha', 'aman', 'milik', 'dana', 'setor', 'percaya', 'gaul', 'usaha', 'bisnis', 'sukses', 'asosiasi', 'bisnis', 'tahan', 'hormat', 'mr', 'zimmy', 'mabo', 'supercharge', 'e', 'mail', 'kotak', 'masuk', 'mb', 'akses', 'pop', 'iklan', 'notagline', 'lycos', 'mail', 'plus']"
spam,"['med', 'gadis', 'bahagia', 'gadis', 'puas', 'potensi', 'tunggu', 'temu', 'pria', 'klik', 'pilih', 'cinta', 'llcensed', 't', 'bs', 'pri', 'es', 'shippinq', 'cepat', 'efek', 'karantara', 'bel', 'gudang', 'toko', 'bbb', 'tuju', 'visa']"
spam,"['ilug', 'sepakat', 'subjek', 'khawatir', 'desak', 'tolong', 'orang', 'tugas', 'serius', 'salah', 'cabang', 'utama', 'cit', 'bank', 'departemen', 'perban', 'konsumen', 'milik', 'korespondensi', 'dasar', 'nilai', 'standar', 'diskusi', 'analis', 'laksana', 'transaksi', 'transaksi', 'klien', 'kaya', 'warga', 'negara', 'amerika', 'tinggal', 'afrika', 'barat', 'dekade', 'operasi', 'rekening', 'deposito', 'tugas', 'akun', 'terima', 'pesan', 'rantai', 'dividen', 'klien', 'mr', 'david', 'brown', 'tinggal', 'serang', 'jantung', 'dana', 'akun', 'klaim', 'keluarga', 'as', 'fiskal', 'maret', 'akumulasi', 'us', 'm', 'transfer', 'akun', 'bursa', 'saham', 'instruksi', 'stock', 'house', 'buang', 'stok', 'dana', 'butuh', 'rekan', 'hadap', 'waris', 'dana', 'i', 'e', 'rekan', 'mitra', 'mr', 'david', 'brown', 'terima', 'dana', 'harap', 'catat', 'keluarga', 'pergi', 'saham', 'bursa', 'dana', 'matang', 'rekening', 'setor', 'tugas', 'akun', 'dokumen', 'klaim', 'mudah', 'dana', 'hubung', 'perinci', 'negosiasi', 'rasio', 'libat', 'tulus', 'butuh', 'nomor', 'telepon', 'pribadi', 'faks', 'pesan', 'desak', 'cemas', 'tunggu', 'dengar', 'tuju', 'bimbing', 'terima', 'kasih', 'hormat', 'dave', 'framo', 'grup', 'linux', 'irlandia', 'ilug', 'linux', 'http', 'www', 'linux', 'ie', 'mailman', 'listinfo', 'ilug', 'un', 'informasi', 'langgan', 'daftar', 'pelihara', 'listmaster', 'linux']"
spam,"['kabar', 'hei', 'kabar', 'jumpa']"
spam,"['pria', 'charset', 'windows', 'tingkat', 'seks', 'herbal', 'vigoral', 'lab', 'tawar', 'produk', 'unik', 'bantu', 'tingkat', 'momen', 'orang', 'spesial', 'ea', 'ea', 'ea', 'pria', 'tingkat', 'tingkat', 'energi', 'tahan', 'ereksi', 'kuat', 'makan', 'lumas', 'formulasi', 'khusus', 'orang', 'wanita', 'tingkat', 'hasrat', 'seksual', 'tingkat', 'klimaks', 'seksual', 'klik', 'panas', 'terima', 'tawar', 'khusus', 'izin', 'terima', 'komunikasi', 'email', 'kena', 'promosi', 'tawar', 'online', 'khusus', 'terima', 'pesan', 'salah', 'hapus', 'daftar', 'langgan', 'klik', 'hapus', 'kerja', 'terima', 'kasih', 'maaf', 'ketidaknyamanan']"
spam,"['temu', 'harga', 'rendah', 'hemat', 'viagra', 'online', 'obat', 'obat', 'merek', 'tugas', 'milik', 'hasil', 'tuhan', 'ketidaktahuan', 'subjek', 'bijaksana', 'limpah', 'ajar', 'pria', 'bijaksana', 'hidup', 'bicara', 'hidup']"
spam,"['hutang', 'punggung', 'pagi', 'kreditor', 'ganggu', 'hutang', 'organisasi', 'non', 'laba', 'bantu', 'bayar', 'konsultasi', 'gratis', 'konselor', 'utang', 'kerja', 'metode', 'mudah', 'nyaman', 'selesai', 'hutang', 'bangkrut', 'hubung', 'ambil', 'beban', 'pikir', 'http', 'hutang', 'freee', 'com', 'i', 'sid', 'gulir', 'hapus', 'info', 'hapus', 'database', 'klik', 'http', 'pribadi', 'cadang', 'hapus', 'html']"
spam,"['tingkat', 'hipotek', 'jamin', 'tarif', 'mortage', 'sederhana', 'mudah', 'gratis', 'milik', 'ratus', 'pinjam', 'saing', 'pinjam', 'biaya', 'pinjam', 'rumah', 'konsolidasi', 'utang', 'home', 'mortgage', 'home', 'equity', 'klik', 'lompat', 'rencana', 'milik', 'rumah', 'hormat', 'suku', 'bunga', 'titik', 'rendah', 'bantu', 'temu', 'tarif', 'situasi', 'cocok', 'butuh', 'ratus', 'pinjam', 'rumah', 'biaya', 'hipotek', 'pinjam', 'ekuitas', 'rumah', 'penuh', 'syarat', 'kredit', 'sempurna', 'layan', 'gratis', 'milik', 'rumah', 'beli', 'rumah', 'wajib', 'isi', 'formulir', 'cepat', 'sederhana', 'lompat', 'rencana', 'klik', 'terima', 'email', 'daftar', 'salah', 'juncan', 'situs', 'mitra', 'net', 'tuju', 'terima', 'hadiah', 'tawar', 'khusus', 'tarik', 'terima', 'tawar', 'khusus', 'sila', 'klik', 'langgan', 'webmaster', 'efi', 'peluang', 'rumah', 'tara']"
spam,"['layan', 'medzz', 'halo', 'selamat', 'ph', 'brevet', 'armonline', 's', 'weatherforecast', 'hop', 'salah', 'toko', 'harmaceutical', 'muka', 'kapal', 'washday', 'v', 'dreadnought', 'g', 'a', 'leniency', 'leniency', 'll', 'l', 'coronach', 'a', 'r', 'direktorat', 'a', 'kecuali', 'cl', 'i', 'sintetis', 'mahal', 'save', 'ove', 'valuta', 'r', 'shlppl', 'sory', 'ng', 'total', 'total', 'kepala', 'iiaity', 'langgan', 'miiiion', 'carminative', 'negara', 'milik', 'lettish', 'senang']"
spam,"['simpan', 'uang', 'beli', 'barang', 'coba', 'ciall', 'bayang', 'pria', 'sejati', 'tidur', 'errrectlon', 'hebat', 'sedia', 'cialls', 'milik', 'iot', 'advantaqes', 'viaqra', 'efek', 'iasts', 'jam', 'menit', 'campur', 'aicohol', 'kirim', 'negara', 'riqht']"
spam,"['lompat', 'pria', 'wanita', 'vbvfl', 'zkcc', 'spring', 'blow', 'out', 'sale', 'great', 'sex', 'in', 'the', 'bottle', 'for', 'pria', 'women', 'jamin', 'pulih', 'dorong', 'tingkat', 'senang', 'sehat', 'harga', 'kecuali', 'johnl', 'yahoo', 'com']"
spam,"['seks', 'hubung', 'kunjung', 'apotek', 'nyaman', 'biaya', 'efektif', 'beli', 'obat', 'generik', 'badai', 'pohon', 'akar', 'pikir', 'sombong', 'humor', 'rupa', 'serius', 'ember', 'abu']"
spam,"['garis', 'usa', 'today', 'milik', 'milenium', 'nbcs', 'dateline', 'suara', 'item', 'sen', 'hemat', 'menit', 'tingkat', 'resepsi', 'ponsel', 'nirkabel', 'beli', 'telepon', 'recepiton', 'buruk', 'tingkat', 'komunikasi', 'instan', 'pasang', 'chip', 'booster', 'terima', 'kuat', 'hemat', 'lihat', 't', 'v', 'produk', 'banding', 'instalasi', 'ultra', 'tipis', 'transparan', 'detik', 'kuat', 'antena', 'kaki', 'panggil', 'jatuh', 'putus', 'singal', 'lemah', 'iklan', 't', 'v', 'kali', 'harga', 'klik', 'mudah', 'menginstal']"
spam,"['kelas', 'prescripiton', 'obat', 'burgundy', 'burgundy', 'antagonisme', 'martial', 'craw', 'temu', 'resep', 'jajar', 'tablet', 'lihat', 'harga', 'kalah', 'henti', 'terima', 'materi', 'promosi', 'andy', 'cress', 'crewman']"
